Message	isRefactoring
Fix some stupid bugs I introduced when translating getIFDs from DataInputStream to RandomAccessStream. Reorganize getIFDs logic a bit and add getFirstIFD method for accessing only the first IFD so that parsing all IFDs is not required.	1
Organized and cleaned the master class a little	1
Reorganize packages	1
ARQ 189 reorganize test files add CDI injection with test add patched Tomcat files to: load META INF/context unpack WAR correctly delete unpacked WAR locate WEB INF/beans.xml	1
Made Context.getUserContext throw an error if a session isn't open to prevent memory leaks Added cleanup methods to the openmrsclassloader Explicitly closed all jdbc statements to prevent any leakage Ran the formatter and organize imports on the test and web src packages	1
Fixed bug where ObjectBuffer would not grow in size. Added Kryo.reset() to ObjectBuffer calls. Rewrote and organized unit tests. Added new tests.	1
Re #1557 Reorganizing Mongo connections.	1
Fixed bug where ObjectBuffer would not grow in size. Added Kryo.reset() to ObjectBuffer calls. Rewrote and organized unit tests. Added new tests.	1
Re organize NIO classes	1
Reorganize use Java 5 generics/loops get RRD directories from the ResourceService.	1
reorganized configuration	1
[All] Global reorganization and adaptations to the new asset generators	1
SimpleMimeTypeDetector: Reorganize code. Add a few more text patterns and several binary MAGICs. Make sniff length and charset detector configurable.	1
a little reorganizing	1
Reorganized feature process.	1
Continue locales UI. Reorganize classes and package. Start locales UI for question.	1
SONAR 8752 support userId in OrganizationDto and OrganizationDao	1
Clean up and reorganize some JDT test bits	1
New network panel function implemented.  Networks are managed as sets.  All networks created from a same root network will be organized under a tree node.	1
Clean up and organize code.	1
BISERVER 4509: Reorganizing the parameter processing of PRD/Report Viewer.	1
refactor/organize imports of all resources. fixed a problem with the decoratingheaderreponse where plain JS was rendered first while it should be rendered last...	1
Reorganize packages   merge calendar and base packages	1
refactoring and reorganizing tests in features sub packages	1
organizationController :  Using the factory to access OrganizationController Defining also an interface Simplifiying spring declaration	1
Slightly more specific package organization in views drone.	1
reorganized view navigation.	1
Ticket #10: Reorganize the project's structure in a more coherent and future proof way  * Restructured JEE/deployment units layer	1
simplify initial collections processor	1
added more helper behaviour to the MockEndpoint for easier testing; also migrated the various processor tests to the new MockEndpoint approach to simplify testing	1
Simplify Iterators and Iterables.               Created by MOE: http://code.google.com/p/moe java MOE_MIGRATED_REVID 41186453	1
Simplify and add helpers add read and write test cases	1
Simplified the backend of HadoopViz server and kept only the essentials	1
Simplified OperationScheduler	1
Simplified CandidateEvent into 1 class	1
created simplify function that simplifies graphs	1
Simplifying packaging	1
Simplified synchronization interface using SynchronizationContext	1
Added test case and simplified existing ones by removing customizeBayeux() callback.	1
1) Add support to generate json files for swagger ui; 2) To simplify the configuration do not support multi apiSource anymore. 3) Simplify README.md	1
Removed the interfaces for the dao classes sticking directly to the hibernate implementation for simplification purposes	1
* SchemaIndexProviders are now loaded as KernelExtensions * Simplified solution for using in memory lucene indxes when using an EphemeralFileSystemAbstraction	1
another cleaning pass   moved server and old servlet out of core consolidated packages simplified decoders/encoders fixed some issues	1
Simplified some functions and added the SerialRunnable interface so that the DefaultTaskCoordinator code is easier to read.	1
Simplify reading of system properties declared when running tests (TCK_PROPERTIES)	1
simplified collections implementation removed compile scope joda time dependency from querydsl core removed compile time querydsl apt dependency from modules removed compile time freemarker dependency from querydsl core	1
simplify synchronization logic based on feeback from Brock	1
simplified run in experiment	1
refactor rename of some methods to simplify and clarify (2)	1
simplify the repository configuration pages	1
JBRULES 218: adding GroupElement builder and simplifying RuleBuilder	1
TRUNK 2999: Simplified LuceneQuery API	1
Addresses potential latency problem of IMap#flush call when there are subsequent IMap#flush calls. And also makes code simplifications	1
simplify BaseRoute#asNmnFormat()	1
switch to annotating fields as it simplifies things by:	1
simplify handlers	1
[ADD] Text Parsing option   lines   added to (de)activate   <line>...</line> elements [MOD] CSV Parsing options simplified (see CSVParser Javadoc):   Example:   SET PARSER csv   SET PARSEROPT separator commaformat simpleheader no   CREATE DB db /path/to/csv/files [MOD] some test packages renamed	1
simplified by adding a convenience method	1
Simplifying graph adding GraphOutput and graph modification methods.	1
Changed method name to simplify usage in PDF template.	1
Simplify test configurations	1
Various simplifications to the @record processing code.	1
simplify and reuse code	1
Moved Contentrepository specific stuff into CotentRepositoryConfig. This should simplify CRRequestBuilder quite a bit.	1
Simplify ResultWriter a bit	1
CSPACE 2542 Modified the handling of Authorities to support range of specifiers for authority and item across operations. Modified authorities that support contact sub resources to support all specifier forms for the authority and item across operations. Refactored the AuthorityResource classes for the authorities that support contact sub resources to simplify code and ensure consistent support.	1
Simplified the Cache	1
Overly(?) simplified model	1
ROO 120: Support multi module Maven projects   simplified tidied commented wrote test	1
Cleanups:   Remove obsolete option checkCaja   Remove checks that were only done if checkCaja was on.   Simplify a call to CombinedCompilerPass.               Created by MOE: http://code.google.com/p/moe java MOE_MIGRATED_REVID 62690700	1
[GSCOLLECT 1229] Simplify the creation of classes under test.	1
Clarify the difference between a loaded body and a valid body	1
API cleanups.  * Removed node.traverse() deprecations since the new traversal API is only tentative and might change in upcoming releases.  * Replaced org.neo4j.graphdb.traversal.Position with org.neo4j.graphdb.Path since Positions don't do anything Paths already do.  * Added Path.lastRelationship() to support using Paths instead of Positions.  * Removed the tentative node.expand() methods for now they might be introduced in a later release.  * Removed the Expansion interface that came with node.expand()  * Cleaned up naming around TraversalDescription:    * Renamed TraversalFactory to Traversal to give the nice pattern of {{{TraversalDescription traversal   Traversal.description()}}}  * Added an iterator() method to Path for iterating over both nodes and relationships (interleaved) (Path extends Iterable<PropertyContainer>)  * Renamed SourceSelector to BranchSelector since that name better describes the role and purpose of that interface.    * Renamed ExpansionSource to TraversalBranch to match this    * Renamed SourceSelectorFactory to BranchOrderingPolicy to match this and to further clarify the role of an object implementing this interface.	1
engine: Rename validation method for clarification	1
OPENEJB 1442: Clarify and normalize all internal module identifiers	1
Clarifying Page vs PageMetadata	1
Clarify the clarification.	1
ACCUMULO 1556 Clarify initialization error for used fs	1
Clarify error msg on testing w/ Direct I/O (#455).	1
Comment clarification renamed one (currently unused) method.	1
TEIID 2116 clarifying the difference between runtime/builtin types	1
SAK 7006 Changed   controller   to   pipe   to better indicate it is a channel of communication between two tools rather than an interface that allows one tool to control another. Revised InteractionAction to eliminate the notion of that as a mechanism to start or stop the helper.  Clarified sequence of method calls to initialize execute and complete an action. 	1
Minor refactoring to clarify intent	1
Improved resolution context method names to clarify semantics	1
LOG4J2 1349 documented and renamed method getReadOnlyContextData() to clarify its intended usage	1
clarified project names	1
clarified some method names in StackedTimePlot2D	1
Clarified behavior of AsyncApi when a request is canceled including its implied disconnect.	1
clarified jgoodies contribution	1
Clarify WorkingTreeOptions and filemode usage	1
Clarify why we ignore URLs when calling resource.getURL() and set the marshaller to suppress namespaces	1
changes relating to applib doc clarifications	1
Clarify what classes should be imported by CDI during annotation processing of Weld	1
Some tidying up name changes and clarifications. I went with   defaultValue   rather than   missingVariableValue   because the value is used any time a variable resolves to null not necessarily just when it is missing. If you have a context like:	1
Added method to form manager to return common per patient forms and clarified method names	1
stormpath sdk java 1022   Use client.getResource instead of iterating through account store mappings in the AuthorizeController   Clarification of special handling of state for LinkedIn   Little cleanup in BaseAuthorizationEndpointResolver	1
HSEARCH 854 Rename method Workspace#optimize() to clarify it's role	1
ACCUMULO 1556 Clarify initialization error for used fs	1
ACT 655 ACT 661 ACT 667: Clarified form exception Exposed Process documentation diagram cutoff bug	1
Clarify code	1
Clarify DataSourceAutoConfiguration	1
ISPN 658   Clarified the recovery process a bit	1
Rename GeohashUtils.encode() to GeohashUtils.encodeLatLon() to clarify order.	1
Progress in the experimental Plugin Align_ElasticMeshStack:    parameter dialog clarified and re ordered there is now a section for    Interest Point Detector Local Feature Descriptor Geometric Consensus Filter    and Transformation Parameters    TODO The Feature method choice is not implemented yet it requires that SIFT      and MOPS will extend a common method    initializing mesh transformations with the affine models estimated during    feature matching    TODO replace this with the list of coordinate transformations to be    implemented	1
Rename of method for clarification	1
Rename Injector to HtmlInjector in order to clarify its use.	1
Clarify name of Version comparison methods	1
Renames typeSelect and objectSelect in ToolPageContext to writeTypeSelect and writeObjectSelect for clarify and fixes their deprecation warnings.	1
Rename method to clarify which connector is being created	1
CAS 987 Relax type of pooled context source and make it clear it is for the search phase of the authentication process.  Clarify two phase auth process throughout javadocs.	1
BatchRefUpdate: Clarify some ref prefix calls	1
Issue 240: Document that tab containers are not meant to be used as PresenterWidgets Issue 256: Clarify the javadoc of classes in the PresenterWidget hierarchy (fixes issue 240 fixes issue 256)	1
renaming 'normalized' to 'processed' and clarifying documentation on the meaning of original interpreted and processed	1
Clarify the code for identifying an injection constructor.	1
Deduplicate code in InterpretedByteCode	1
EST 610 add display order to property: Removed the @Nullable annotation which was causing build errors. No longer sorting the allProperties() by default. Moved duplicate code in the moveUp/Down functions to a general move function. Removed secondary ordering by name. Since the allProperties() doesn't sort by default several sorts are performed inside the PropertyOrderingViewModel	1
Introduce Writeback to reduce duplicate codes	1
Camel forge command   Align the duplicate code we have for add/edit endpoint options to use same class.	1
move duplicate code to common method loadEntryWithCacheHints()	1
refactoring of Abstract*DataSet to delete duplicate code	1
Moving some duplicate code into AttachmentUtil	1
  Bugzilla Bug (s) Resolved: 284870284794   Description: remove and merge duplicate code in multiple places	1
  Moved Address.java in client.http package did minor changes.   Removed duplicate code for Voice and DataType classes.   Added comments in server code   not completed yet (old comments remaining here and there) but important things are documented now.   Changed class name marytts.client.http/MaryHtmlForm to   MaryBaseClient   since it is the base class that all clients use for communicating with Mary server.	1
Entangled Table_Test partially removed duplicate code	1
Duplicate code is my nemesis...	1
Remove duplicate code when handling PING	1
Reduce duplicate code and code complexity	1
ROO 2337: Post 1.1.3.RELEASE code refactor and clean up   opened up type location and removed duplicate code from GwtOperationsImpl	1
move some duplicate code in a common place	1
Refactor and removal og duplicate code.	1
got rid of some duplicate code in the Goal classes	1
Documented depositSchemaProperty and refactored duplicate code into a single method within BeanSerializerBase	1
DelegatingPreparedStatement extends DelegatingStatement DelegatingCallableStatement extends DelegatingPreparedStatement  > refactoring to remove duplicate code & other general cleanup  > getDelegate methods changed signature (return always   Statement  )	1
fix duplicate code	1
engine: Moving Duplicate Code to Base Class	1
MATH 389 Duplicate code in   MultivariateRealOptimizer   and   DifferentiableMultivariateRealOptimizer   moved to new interface   BaseMultivariateRealOptimizer  . New   AbstractScalarOptimizer   superclass allow implementations that do not use derivatives. Deprecated   protected   fields.   NonLinearConjugateGradientOptimizer   changed to make use of the newly added accessors instead of the   protected   fields.	1
Removed duplicate code.	1
Added new Query Parameters for Content Spec searching. Cleaned property tag code to remove duplicate code.	1
Refactored duplicate code into separate method.	1
refactor (move duplicate code up)	1
refactor some duplicate code	1
Refactor the KeyOutWriter and DailyKeyOutWriter to create a slf4j logger. Remove duplicate code from DailyKeyOutWriter. Add the ability to create a Logback based out writer with size and time based rolling and with no filename on rollover. Update slf4j to the version used by Logback.	1
Remove duplicate code by making hierarchy between Indy and Basic interpreting visitors.	1
Consolidate database connecting actions reducing code complexity and duplicate code fragments	1
Removed duplicate code and put it in a function	1
Refactoring to remove duplicate code	1
Refactored duplicate code into separate method.	1
SOC 890 | Improve Code quality   avoid duplicate code	1
Camel forge command   Align the duplicate code we have for add/edit endpoint options to use same class.	1
WFLY 4303 Allow expressions in jboss ejb client.xml remove duplicate code and allow expressions for all versions of namespace	1
Some refactoring to lessen class dependencies reduce number of parameters and duplicate code	1
prevent too much duplicate code beetween Maven2 and Maven3 ProcessFactory	1
[PAXURL 242] removed duplicate code	1
[duplicate code] Unify scheduling of merge jobs	1
Now DocumentHandler uses DocumentProducer instead of duplicate code.	1
Major refactoring to remove duplicate code detected by Simian. Just demonstrates the power of the tools for find code that needs refactoring.	1
Refactor duplicate code into a method.	1
REPLACED log4j2 logger with slf4j/logback REFORMATTED code to align with general code formatting guidelines REFACTORED some code with lambda expressions and some duplicate code with method or object replacements	1
removed duplicate code by adding a public getPropertiesFile method to obtain the File	1
  removed a small piece of duplicate code in QuerySet#get	1
minor refactoring to remove duplicate code	1
removed duplicate code decrment jar size	1
Duplicate code gathered in one location.	1
HBASE 14203 remove duplicate code getTableDescriptor in HTable (Heng Chen)	1
naming improvements and packaging improvements	1
naming improvements since design review	1
Connection pool APIs naming improvements (no functional changes)	1
Naming improvements	1
naming improvements from mark fisher code review	1
Native memory naming improvements...	1
method naming improvements; applyIndexObject call for array indexing	1
HV 1441 Some naming improvements to improve consistency	1
Refactoring and naming improvements	1
ISIS 1006 Naming improvements based on Dan's and Jeroen's feedback	1
Download now downloads a zip file containing all configuration files + descriptions. Did also some javadoc and naming improvements	1
[PLAT 1231 PLAT 1232]    Exposing more of individual dependency graphs through CompiledViewDefinition for use by clients    General dep graph API naming improvements    Modified outdated ViewTargetResultModel API to distinguish between results with different ValueProperties	1
naming improvements	1
naming improvements	1
fuzzy matching in normalizer	1
Issue 203 normalized location across blobstore and compute	1
Removed normalizeLength from ComplexFloatType and made it a method in Phasecorrelation	1
components introduced to load properties and pass them down to subcomponents; matcher made reconfigurable online; static variables removed; exceptions hierarchy created; multiwods now in HashMap; names normalized; constants moved to a better place	1
analytics: implement denormalized columns	1
Normalize method names: method_paratype	1
Refactored: combined DuplicateOnTestFoundEventFilter and SuiteListenerAdapter into RunEventNormalizer	1
Extended StepNormalizer with normalization mode and bounds settings.	1
Rename normalized methods	1
Issue 280: normalized cleansing of namespace from xml attributes	1
Added title transformation to the broadcast subset title scorer to do same normalization we do for title scorer. To handle cases like Power Rangers: R.P.M. and Power Rangers RPM	1
better normalization methods	1
renamed stripClasspathPrefix to normalizePath and made it protected	1
Normalize variable names in destructuring patterns in function params and rest params	1
Made a utility normalize longitude method and moved to DistanceUtils. Addressed some edge conditions of  180 longitude.	1
[#ARCH 125] Merge and Normalize charset encoding among multiple Attributes parts	1
Dictionary entry filtering is now also done after normalization when building dictionaries	1
replaced normalize() method with replaceNull() method; added Max and Min constraints to model properties   rjrjr	1
Added ECNormalize.	1
1) added support to the GUI for viewing/editing lists of maps in plugin configs 2) made some changes to the Events plugin API and the event poller thread pool settings as suggested by Greg 3) added support to Log4JLogEntryProcessor for filtering by severity and/or detail and for specifying a date format   4) EventReport now limits the # of events per source to prevent the Server from getting slammed 5) InventoryManager now normalizes the plugin configs of newly created Resources 6) added two new fields to Event entity: ackUser and ackTime   these will allow events to be acknowledged via the GUI	1
more normalization of the array results	1
Normalize method names: method_paratype	1
Fix normalization	1
66440 [api] Enhancements to DefaultJavaFoldingStructureProvider   renamed normalizeRegion > alignRegion   adapted install/uninstall protocol to avoid framework problems   updated package.html	1
make normalizer more parameterized	1
Issues 203 234 235 add visibility to image from nodemetadata update to stable version of guava harden tests normalize location	1
[PLAT 1836] Allow remote access to the normalization rules running on the live data server instead of trying to apply the rules locally.	1
Normalized the IDE test projects. Added several test cases.	1
Normalize button is now re enabled upon abort or error	1
Fixed a problem when building rotations from two pairs of vectors. In very rare cases due to numerical inaccuracies the computed quaternion was not normalized (some examples went as high as 1.0e8) and even after normalization the quaternion was plain wrong.	1
better collection normalization checks; consolidated some 'isCollection' logic	1
more refactoring; added normalization to fitness function	1
Normalize url patterns also for Filters	1
Rename PeriodFields.normalized() to normalizedTo()	1
Normalize recids	1
Indexer:  * handle update denormalized data for follow variant & follow master derefs  * handle update denormalized data on record delete (still only for versionless records)	1
creating component factory to allow injection of downloader and link normalizer. Other dependencies will be handled this way too.	1
normalizing maven directories layout	1
added normalized sorted output to RunGA removed findLastEntry lookup allowing better backwards iteration with LSTTimeIterator not making duplicate initial Population items anymore	1
Added initial complete support for EL + QL translation over a normalized ontology with HermiT.	1
Normalized the confidence range b/w 0 and 1 and fixed topN return issue	1
NMS 6287: add support for normalizing an individual file	1
MAHOUT 449   NegativeBinomial needs fixing Added test cases for NegativeBinomial and underlying integrals like incompleteBeta. Added log case for Gamma.beta(alpha beta) computation Tested Gamma.gamma Gamma.incompleteBeta  Improved error messages and comments Normalized variable names for Gamma distribution Tested Gamma.pdf and cdf Fixed confused conventions in NegativeBinomial Added google guava library to dependencies	1
o Added <properties/> for profiles configured in the pom.xml o Split ModelNormalizationUtils into two utility classes in the maven profile and maven settings projects to be used for converting Profile instances from the settings.xml and profiles.xml into maven model instances.	1
Removing persistence listeners now merged into normalizers.	1
added border to user type icon redesigning settings screen removed staggered grid support will use new implementation soon redesigning direct message entries list	1
Redesigned ProofGenerator	1
WFLY 2298 Redesign @Stateful EJB clustering	1
redesigning status fragment now you can see official client like tweet list in tweet details	1
Redesigned the index state it is now split into three different states:    the general state    the update state    the batch build state	1
Redesign of the client exchange handler API	1
Redesigned event handling system.	1
ByteBuffer pool redesigned.	1
JBIDE 10621 Redesign HyperlinkDetector so that partitioning and hyperlinks not do twice the same job.	1
Redesign ModelArchiveStore	1
JBIDE 10621 Redesign HyperlinkDetector so that partitioning and hyperlinks not do twice the same job.	1
redesigned AdaptiveCellEdge and AdaptiveCell	1
Added support for auto export of EJBs to spring context Redesigned bootstrap and configuratio of OpenEJB in Spring	1
redesigned wallet	1
Added sorting by blah to SearchFragment. Redesigned HistoryFragment. Required changes to History in libSickBeard.	1
246001: [ds] DSEditPropertyDialog redesign https://bugs.eclipse.org/bugs/show_bug.cgi?id 246001	1
STAT 126: Redesign start page (Overview)	1
redesigned asset store (update & sync)	1
HashMethod redesigned	1
Changes for bug 344989: Redesign UICallback subsystem: removed 409 error failed requests are now immediately released https://bugs.eclipse.org/bugs/show_bug.cgi?id 344989	1
redesigned evasion abilities and added restriction and requirement effects	1
RFC 7540: redesign of header list to message conversion APIs	1
graph redesign data collector gone	1
Redesign RandomOracle RandomGenerator RandomReferenceString	1
Renaming some of the classes  Redesigned the xsd schemas  using JAXB to read from xml files  deleted unused classes  made a generic room instead of Bathroom.java Garage.javaBedroom.java	1
redesigned account select button improved actionbar shadow appearance on android L	1
Changes to reduce memory requirements: eliminated use of candidatesSentences in MERT.java and redesigned SentenceInfo so it stores an array of interned words instead of a full sentence string.  (Also some cleaning up in MERT.java.)	1
webadmin: Redesigned Discovery popup	1
Substatntial redesign of histogram classes	1
Fixed UnsupportedEncodingException bug and completely redesigned export functions. Export filters are now much more cleanly set up in the code. Added Export Selected Entries function.	1
This release fixed the bug in S3 explorer not showing bucket correctly fixed bug in creating AWS projects not compiling support serverless project continuously deployment and redesigned the new Lambda project / function UI.	1
Redesigned and reimplemented validation code	1
userportalwebadmin: UI redesign	1
redesign to use blank incoming invoices and orders to streamline process	1
redesign GUI	1
redesign of packages and new package comments (with content)	1
Finished redesign/refactor of routing logic.	1
graph redesign data collector gone	1
Redesigning of the the New Data Set wizard 1) Added the Table Selection page to the Query Page of the Data Set Editor	1
redesign lane changing. Lane change takes finite duration. And continous lane index is provided by vehicle for neat graphics.	1
* redesigned Timer on client and server side as well. The server has its own counting and is independent on client's counting events because there were problems with losing client events somewhere between client and server when using timer together with shortcut key actions. * fixed css position parsing in MaskConnector * added synchronize clause into ProcessEventManager (just in case) * added Video and Audio components into slide xml parsing * added logging in some components * new AbstractNonVisualComponentConnector * new AnnotationUtility	1
start redesign eventning interfaces (break 1:1/SOS< >procedure restriction)	1
redesigning file cache	1
partial redesign to bootstrap4	1
FEND 563: redesign article tabs	1
some major redesign to simplify the implementation of the persistence layer. All the logic for capturing the build info is no longer in the repo and since we are only saving at the end of the build this will cut down on the number database calls.	1
Redesigned and renamed challenge and proof generators	1
Redesigned importing with interface ImportFormat and one implementing class per import format.	1
Redesign of AMQP module API	1
CAMEL 1425 fixed a typo error and also changed the log code	1
Fixed typo	1
Fix repeated typo of ifNoneMatch	1
fixed typo in method name	1
fixed typo	1
fixed typo	1
typo fix in Entry and temporary fix datetime parser test	1
ItEr27S05RFControlAvancesIncompatiblesEnUnidadesTraballoItEr26S06: Fixing typo.	1
fixed typo in class name of ScriptConsoleStyledText	1
[BLEEDING] Typo.	1
CAMEL 4905: Fixed typos in tests. Thanks to Bilgin for the patch.	1
fixed typo	1
Fix typo	1
fix typo	1
fixed typo of test class name: TestUnpackerInterator to TestUnpackerIterator	1
how did this typo get past unnoticed	1
Fixed typo in method name	1
Improve javadocs & typos (#11716)	1
Fix double typo that was causing the server to work.	1
fix typos Add method to launch appropriate gui	1
Clean up project code and fix typo	1
Fix typo: InMemoryMessageRespository  > InMemoryMessageRepository	1
typos and CS errors	1
Correcting typo in API method name	1
BOY SCOUT RULE Fixed typo in test method name	1
1.8 fix typo in method name	1
[cleanup] Applied codestyle fixed compiler warnings fixed typos added missing JavaDoc	1
cells: fix typo in SshKeyManager shutdown	1
Found more intuitive parameter names fixed typos	1
Fixed typo.	1
fix typo in PerformanceNode class name	1
Fixed typo.	1
fix typos	1
Some more code clean up and fixed a bunch of typo's	1
typo fixes   https://github.com/vlajos/misspell_fixer   code	1
Typos and import optimization	1
typo	1
chore(engine): fix typo	1
Fix typo in package name.	1
Fixed a few typos here and there	1
Fix typo in private method name.	1
Fix typo in selenium package. Fixes #1559	1
fix typo in class name	1
typo	1
fix typo in method name	1
Fixed typo	1
Fixed typo in UserSignUpRepository's method.	1
Fixing: ProviderService.getProviderByUuid(String) has a typo   TRUNK 3053	1
typos and more readem	1
minor typos bugs; updated ignore pattern	1
Correct typos	1
typo in the package name	1
+ changed module name to javaspaces from javaspace (small typo).	1
Fix typo in Curly	1
Typo.	1
typo   missing occurrence	1
Fixed some typos in AwsProvisioner.	1
Fix typo in backupSnapshotCommand	1
ItEr32S12CUAsignacionGrupoRecursosAPlanificacionItEr31S15: Fixing typo and formatting	1
DEVACT 38 Typo in semaphore field	1
Correct package name typo	1
[OPENENGSB 1651] move PseudoConnector stuff to separate package	1
Move testRead and testConvert into separate ConsoleTools class; eliminate requirement for IFormatReaders and IFormatWriters themselves to implement them.	1
Refactor BiZZdesign Import/Export into separate plug in	1
Split off code into separate classes. Introduce Pathway model object and return it from the Controller. Java 8 magic for the cache loaders.	1
HIVE 2020. Create a separate namespace for Hive variables (Vaibhav Aggarwal via cws)	1
TAJO 1109: Separate SQL Statements from Catalog Stores. (Jihun Kang via hyunsik)	1
TrackMate_: segmenters can now be tuned separately	1
Cleaned up EC2 separation of concerns and config	1
Moved handler classes to separate files.	1
Bug 270626   [target] Change UI to separate content and location tabs https://bugs.eclipse.org/bugs/show_bug.cgi?id 270626	1
Can comma separate contexts to allow multiple to be defined per changeSet.	1
NaaS: Remove separate configuration fields for virtual router elements	1
Put the generation of a GATE doc in a separate method GATEProcessor.generateGATEDoc and use it in the GATECorpusGenerator	1
Changes to also keep descriptive dext for each experimental factor separately   this is used in GeneEbeyeDumpRequestHandler to output each ef's information in a separate field. Field names will be the ef names themselves.	1
Separate out offset based SubVector from 0 based Vector	1
Update syntax for scope udpate Multiple scopes can now be added separating by     . For example: renderFunction   scope1scope2#javascriptObject  	1
Introduced separate Maven module for java dsl	1
 	The direction of the join is displayed  	Added ability to change the sequence of the joins. Currently this is done through a context menu displayed when     the right mouse is clicked . The list of joins is displayed in a separate dialog  in which the user can change the sequence	1
store and load separate mipmap resolutions for each setup	1
More tests; era seems to cause issues so check this separately	1
move attribute validation code to separate validation class + decorator	1
OGM 110 Move Infinispan related code into a separate module	1
moved profile related classes to separate package changes to profiles	1
implemented SeparatedClassLoader	1
Separated Interpolator from KeyframeSequence.	1
Moved core code and libraries to   core   to better separate it from the ide code	1
fcrepo 1029: move purge code to separate method	1
Moved MockClientSyncManager to separate file and black listed it	1
AnalysisFrame separates analysis from mapping	1
  GTNPC 32: Separated namespace from id in WindowContext.	1
Moved param classes into a separate package. Added ScopeParameter class.	1
Reworked AStar to include tile cost into calculation. Separated AStar calculations for harvesters from other unit types.	1
Move AST difference related classes into separate package	1
Change in FiltersAPI: Change FilterController.filter() to FilterController.filterVisible()  and FilterController.select() to FilterController.selectVisible(). The controller is managing this process in a separate thread with progress and takes care of properties change. A more simple direct way to filter is required for headless access. The FilterController.filter()  has been created and return the GraphView builded by the filter process.	1
refactor the compilation stuff into a separate package	1
implement the previous functionality where a separate refreshChildren method gets called only for the browsed folder and not for the parent nodes.	1
Mendelian checking separate from HTSJDK	1
XWIKI 4857: Split the wysiwyg module in order to make the editor reusable outside XWiki. * Move the client side of the WYSIWYG editor in a separate maven module.	1
Added separate FFmpeg engine	1
Changes to separately handle Event's vs BAEvent's	1
* renamed   categoriseAs...   to   classifyAs...   * IncomingDocumentCategorisationState renames some states and transitions      ASSOCIATED_WITH_DOMAIN_ENTITY renamed to CLASSIFIED_AS_INVOICE_OR_ORDER      ASSOCIATE_WITH_DOMAIN_ENTITY ditto to CLASSIFY_AS_INVOICE_OR_ORDER * TaskRepository findMyIncompleteTasks * new design for Task mixins as wrappers around underlying domain object (mixins)     Task._.mixinAbstract  ... encapsulate hooks and next * new mxins on Task for document categorisation and for incoming invoice approval * Document_classifyAbstract and HasDocument_classifyAbstract now inherit from DomainObject_triggerAbstract meaning that there's no need to have subscribers to listen and do the state transitions	1
cleanup of Encapsulation class	1
encapsulating cache implementation	1
all user lookup encapsulated nicely	1
Added some JCR related functionality including a code that monitors the rule sets in a repository and keeps them in sync with the RuleSet instances in a RuleService.  Also created the concept of an ExecutionContext to encapsulate some commonly needed functionality (including tools and the session factory).	1
AbstractBlobTransformer uses template pattern to encapsulate from implementations blob 'delete' functionality.	1
SRM Space Manager use complete Authorization Record for space reservations instead of single voGroupvoRole pair. This patch modifies the messages that srm uses for communication with the space manager. Therefore this modification requires simultaneous upgrade of the srm and space manager services no other services are affected.  Instead of considering only the primary voGroup and voRole we now look at all vo groups/roles present in AuthorizationRecord when reserving or releasing space in space manager. This patch introduces SpaceManagerAuthorizationPolicy and its implementation SimpleSpaceManagerAuthorizationPolicy. The pluggable policy encapsulate authorization logic  for reserve and release operations.  This patch only addresses the SRM < > SpaceManager communication. it will not affect how doors communicate with SpaceManager when implicit space reservation is needed.	1
Encapsulating the EF/EFV pair regexp	1
Improve documentation explaining why decoding is being done when and where it is. Refactor individual logic blocks (fetching the ERAttachment evaluating if a request is legitimate) into their own methods to make code more digestible and better encapsulated.	1
* Migrate some non GA specific code into base curve fitter class.   * Encapsulate curve fitter methods into an interface.	1
Encapsulate data and use accessors/mutators.	1
The errors of the run task (task.getErrors()) are now reported in the exception dialog from the viewer (frameset mode only). Fixed the EngineException to include the stack trace of the encapsulated BirtException which is the reason why the cause was missing in the stack trace. Fixed the exception dialog to support longer stack traces.	1
[ADD/MOD] Also split AVLTree into reader/writer whereas the writer encapsulates a reader delegate.	1
Changes to allow cross language call graphs.  The three biggest changes are as follows: 1) The visitors nested in the SSAPropagationCallGraph have become static classes so that they can be reused in a delegation pattern for the cross language call graph builder. 2) The ClassHierarchy is now encapsulated behind an IClassHierarchy interface to allow for a CrossLanguageClassHierarchy that delegates to a set of child hierarchies one for each language.  The internals of the ClassHierarchy are almost entirely unchanged 3) There is now a new Language interface in com.ibm.wala.classLoader and all IClassLoader objects have to know what language they load for.  This language object now encapsulates a few language specific options that were previously hacked into the AnalysisOptions object.	1
Don't allow inheritance in glue code (stepdefs and hooks). Also fixes #257 in a more encapsulated way.	1
rename org.dcm4che3.imageio.codec.EncapsulatedPixelData to org.dcm4che3.imageio.stream.EncapsulatedPixelDataImageInputStream	1
Encapsulate isNullable and columnModifier in RowKeySchema remove reference to index jar from scripts	1
SOAP 2280 JsonPathFacade class encapsulating library including write support + moved JSON related methods	1
Add an object encapsulating the state of a PackWriter	1
Thirs commit for Roller 3.1 Theme Encapsulation work ...	1
Encapsulate the mock ness inside the MechanizeTestCase. Could replace mock impl with a filter...	1
Integrate Statistics modules in the trunk with large refactoring. Clean API and split StatisticsAPI module with a new DesktopStatistics where the TopComponent and desktop UI controller and model is located. Build a MVC architecture to support workspace encapsulation and adapt Panels code to support asynchronous model based refresh. Reimplement Panels with better layout. Adapt StatisticsStandard with new API delete front ends and migrate to use current Graph API access. Increase consistency of Statistics settings panel.	1
